"","Preferred_scientific_name","category"
"591","Bruchidius siliquastri","Mandate Mismatch"
"592","Bruchophagus mutabilis","Mandate Mismatch"
"593","Bruchophagus platypterus","Mandate Mismatch"
"594","Bruchophagus roddi","Mandate Mismatch"
"595","Bruchophagus sophorae","Mandate Mismatch"
"596","Bruchus atomarius","Mandate Mismatch"
"597","Bruchus dentipes","Mandate Mismatch"
"598","Bruchus villosus","Mandate Mismatch"
"599","Bryobia lagodechiana","Mandate Mismatch"
"600","Bryonia diocia","Naming Confusion"
"601","Bryotropha terrella","Mandate Mismatch"
"602","Bubalus bubalis","Climate Mismatch"
"603","Bucculatrix canadensisella","Mandate Mismatch"
"604","Buchananiella continua","Mandate Mismatch"
"605","Bufonia paniculata","Naming Confusion"
"606","Bunias arvensis","Naming Confusion"
"607","Bunium alpinum","Naming Confusion"
"608","Bunium bulbocastanum","Climate Mismatch"
"609","Bupalus piniarius","Mandate Mismatch"
"610","Bupleurum longifolium","Naming Confusion"
"611","Buprestis cupressi","Mandate Mismatch"
"612","Buprestis octoguttata","Mandate Mismatch"
"613","Bursaphelenchus hofmanni","No Invasion History"
"614","Bursaphelenchus mucronatus","No Invasion History"
"615","Bursaphelenchus pinophilus","No Invasion History"
"616","Bursaphelenchus vallesianus","No Invasion History"
"617","Bythotrephes longimanus","Assessed"
"618","Byturus tomentosus","Mandate Mismatch"
"619","Cabomba caroliniana","Present in Area"
"620","Cacopsylla bidens","Mandate Mismatch"
"621","Cacopsylla biwa","Mandate Mismatch"
"622","Cacopsylla chinensis","Mandate Mismatch"
"623","Cacopsylla mali","Mandate Mismatch"
"624","Cacopsylla melanoneura","Mandate Mismatch"
"625","Cacopsylla notata","Mandate Mismatch"
"626","Cacopsylla picta","Mandate Mismatch"
"627","Cacopsylla pyri","Mandate Mismatch"
"628","Cacopsylla pyrisuga","Mandate Mismatch"
"629","Cactodera cacti","Mandate Mismatch"
"630","Calamintha nepeta","Climate Mismatch"
"631","Calaphis flava","Mandate Mismatch"
"632","Calendula officinalis","No Invasion History"
"633","Calendula stellata","Naming Confusion"
"634","Calepitrimerus mathiasrexi","Mandate Mismatch"
"635","Calepitrimerus vitis","Mandate Mismatch"
"636","Caligula japonica","Mandate Mismatch"
"637","Caligula simla","Mandate Mismatch"
"638","Caliroa annulipes","Mandate Mismatch"
"639","Caliroa cerasi","Mandate Mismatch"
"640","Callaphis juglandis","Mandate Mismatch"
"641","Callidiellum rufipenne","Mandate Mismatch"
"642","Callidium violaceum","Mandate Mismatch"
"643","Callionymus filamentosus","Climate Mismatch"
"644","Callisto coffeella","Mandate Mismatch"
"645","Callisto insperatella","Mandate Mismatch"
"646","Calliteara argentata","Mandate Mismatch"
"647","Calliteara pudibunda","Mandate Mismatch"
"648","Callosamia promethea","Mandate Mismatch"
"649","Callosobruchus","Mandate Mismatch"
"650","Callosobruchus analis","Mandate Mismatch"
"651","Calocoris norvegicus","Mandate Mismatch"
"652","Calophasia lunula","Mandate Mismatch"
"653","Calophya nigridorsalis","Mandate Mismatch"
"654","Calophyllum inophyllum","Climate Mismatch"
"655","Calopogonium mucunoides","Climate Mismatch"
"656","Caloptilia theivora","Mandate Mismatch"
"657","Caloptilla rufipennella","Mandate Mismatch"
"658","Calotropis","No Invasion History"
"659","Calotropis gigantea","Climate Mismatch"
"660","Caltha leptosepala","Assessed"
"661","Calyptotrypus hibinonis","Mandate Mismatch"
"662","Calystegia sepium","No Invasion History"
"663","Calystegia spectabilis","Naming Confusion"
"664","Campanula","No Invasion History"
"665","Canavalia cathartica","Climate Mismatch"
"666","Canna indica","No Vector"
"667","Cantharis lateralis","Mandate Mismatch"
"668","Cantharis livida","Mandate Mismatch"
"669","Cantharis rustica","Mandate Mismatch"
"670","Capitophorus elaeagni","Mandate Mismatch"
"671","Capnodis tenebrionis","Mandate Mismatch"
"672","Capparimyia savastani","Mandate Mismatch"
"673","Capparis spinosa","No Invasion History"
"674","Caprella scaura","Climate Mismatch"
"675","Capsicum","No Invasion History"
"676","Capsicum annuum","Climate Mismatch"
"677","Capsus ater","Mandate Mismatch"
"678","Carassius auratus auratus","Naming Confusion"
"679","Carassius carassius","No Invasion History"
"680","Carassius cuvieri","Climate Mismatch"
"681","Carassius gibelio","Assessed"
"682","Cardamine hirsuta","No Invasion History"
"683","Cardamine parviflora","Climate Mismatch"
"684","Cardiospermum halicacabum","No Vector"
"685","Carduus acanthoides","No Invasion History"
"686","Carduus cinereus","Naming Confusion"
"687","Carduus crispus","Climate Mismatch"
"688","Carex intumescens","Climate Mismatch"
"689","Carex kobomugi","Climate Mismatch"
"690","Carex nigra","Climate Mismatch"
"691","Carex ovalis","Climate Mismatch"
"692","Carex tribuloides","Climate Mismatch"
"693","Carlina vulgaris","Climate Mismatch"
"694","Carphoborus henscheli","Mandate Mismatch"
"695","Carpobrotus edulis","Climate Mismatch"
"696","Carpophilus hemipterus","Mandate Mismatch"
"697","Carpophilus lugubris","Mandate Mismatch"
"698","Carpophilus mutilatus","Mandate Mismatch"
"699","Carpophilus tersus","Mandate Mismatch"
"700","Carposina coreana","Mandate Mismatch"
"701","Carthamus","No Invasion History"
"702","Carthamus tinctorius","No Invasion History"
"703","Caryedon serratus","Mandate Mismatch"
"704","Cassida exilis","Mandate Mismatch"
"705","Cassida ferruginea","Mandate Mismatch"
"706","Cassida nebulosa","Mandate Mismatch"
"707","Cassida viridis","Mandate Mismatch"
"708","Castor canadensis","Indigenous Species"
"709","Cataglyphis bicolor","Mandate Mismatch"
"710","Catharanthus roseus","Climate Mismatch"
"711","Catops fuliginosus","Mandate Mismatch"
"712","Caucalis platycarpos subsp. bischoffii","Naming Confusion"
"713","Cavariella aegopodii","Mandate Mismatch"
"714","Cavariella theobaldi","Mandate Mismatch"
"715","Cavelerius excavatus","Mandate Mismatch"
"716","Cavelerius saccharivorus","Mandate Mismatch"
"717","Caverelius saccharivorus","Mandate Mismatch"
"718","Cecidomyia piniinopis","Mandate Mismatch"
"719","Cecidophyes tristernalis","Mandate Mismatch"
"720","Cecidophyopsis ribis","Mandate Mismatch"
"721","Ceciloides acicula","Naming Confusion"
"722","Celaena leucostigma","Mandate Mismatch"
"723","Celastrina argiolus","Mandate Mismatch"
"724","Celosia","No Invasion History"
"725","Celosia argentea","No Invasion History"
"726","Cenopalpus pulcher","Mandate Mismatch"
"727","Centaurea","No Invasion History"
"728","Centaurea cheiranthifolia","Naming Confusion"
"729","Centaurea cyanus","No Invasion History"
"730","Centaurea micranthos","Naming Confusion"
"731","Centaurea pannonica","Naming Confusion"
"732","Centaurea salonitana","Naming Confusion"
"733","Centella asiatica","No Vector"
"734","Centranthus longiflorus","Naming Confusion"
"735","Cephalcia arvensis","Mandate Mismatch"
"736","Cephalcia fallenii","Mandate Mismatch"
"737","Cephalcia isshikii","Mandate Mismatch"
"738","Cephaleuros virescens","Mandate Mismatch"
"739","Cephonodes hylas","Mandate Mismatch"
"740","Cephus cinctus","Mandate Mismatch"
"741","Cephus pygmeus","Mandate Mismatch"
"742","Cerajocera occidentalis","Mandate Mismatch"
"743","Ceraleurodicus varus","Mandate Mismatch"
"744","Cerastium glomeratum","No Invasion History"
"745","Cerastium perfoliatum","Naming Confusion"
"746","Ceratagallia sanguinolenta","Mandate Mismatch"
"747","Cerataphis brasiliensis","Mandate Mismatch"
"748","Cerataphis lataniae","Mandate Mismatch"
"749","Cerataphis orchidearum","Mandate Mismatch"
"750","Ceratochloa sitchensis","Naming Confusion"
"751","Ceratophyllum pentacanthum","Naming Confusion"
"752","Ceratopteris thalictroides","Climate Mismatch"
"753","Ceratovacuna lanigera","Mandate Mismatch"
"754","Ceratovacuna nekoashi","Mandate Mismatch"
"755","Cercopagis pengoi","Assessed"
"756","Ceresa bubalus","Mandate Mismatch"
"757","Cerithium litteratum","Climate Mismatch"
"758","Cerodontha denticornis","Mandate Mismatch"
"759","Ceroplastes ceriferus","Mandate Mismatch"
"760","Ceroplastes cirripediformis","Mandate Mismatch"
"761","Ceroplastes floridensis","Mandate Mismatch"
"762","Ceroplastes japonicus","Mandate Mismatch"
"763","Ceroplastes pseudoceriferus","Mandate Mismatch"
"764","Ceroplastes rubens","Mandate Mismatch"
"765","Ceroplastes rusci","Mandate Mismatch"
"766","Ceroplastes sinensis","Mandate Mismatch"
"767","Ceroptres cerri","Mandate Mismatch"
"768","Ceroptres clavicornis","Mandate Mismatch"
"769","Cerotoma trifurcata","Mandate Mismatch"
"770","Cetonia aurata","Mandate Mismatch"
"771","Ceutorhynchus anatolicus","Mandate Mismatch"
"772","Ceutorhynchus denticulatus","Mandate Mismatch"
"773","Ceutorhynchus merkli","Mandate Mismatch"
"774","Ceutorhynchus napi","Mandate Mismatch"
"775","Ceutorhynchus obstrictus","Mandate Mismatch"
"776","Ceutorhynchus pleurostigma","Mandate Mismatch"
"777","Ceutorhynchus suturalis","Mandate Mismatch"
"778","Ceutorhynchus wasabi","Mandate Mismatch"
"779","Chaetocnema aridula","Mandate Mismatch"
"780","Chaetocnema basalis","Mandate Mismatch"
"781","Chaetocnema pulicaria","Mandate Mismatch"
"782","Chaetocnema tibialis","Mandate Mismatch"
"783","Chaetorellia acrolophi","Mandate Mismatch"
"784","Chaetorellia australis","Mandate Mismatch"
"785","Chaetosiphon thomasi","Mandate Mismatch"
"786","Chaitophorus populicola","Mandate Mismatch"
"787","Chaitophorus tremulae","Mandate Mismatch"
"788","Chalepus walshii","Mandate Mismatch"
"789","Chamaecytisus albus","Naming Confusion"
"790","Chamaeleo chameleon","Mandate Mismatch"
"791","Chamaesphecia tenthrediniformis","Mandate Mismatch"
"792","Chamomilla recutita","No Invasion History"
"793","Chamomilla suaveolens","No Invasion History"
"794","Channa argus argus","Climate Mismatch"
"795","Channa marulius","Climate Mismatch"
"796","Channa micropeltes","No Invasion History"
"797","Channa punctata","No Invasion History"
"798","Charaxes jasius","Mandate Mismatch"
"799","Charidotella bicolor","Mandate Mismatch"
"800","Chauliops fallax","Mandate Mismatch"
"801","Cheiranthus canus","Naming Confusion"
"802","Chelicorophium curvispinum","Naming Confusion"
"803","Chelonus","Mandate Mismatch"
"804","Chelymorpha cassidea","Mandate Mismatch"
"805","Chenopodium","No Invasion History"
"806","Chenopodium album","Climate Mismatch"
"807","Chenopodium carinatum","Climate Mismatch"
"808","Chenopodium ficifolium","No Invasion History"
"809","Chenopodium giganteum","No Invasion History"
"810","Chenopodium glaucophyllum","Naming Confusion"
"811","Chenopodium polyspermum","No Invasion History"
"812","Chenopodium pumilio","Climate Mismatch"
"813","Chenopodium quinoa","No Invasion History"
"814","Chenopodium vachelii","Naming Confusion"
"815","Chenopodium wolffii","Naming Confusion"
"816","Cherax cainii","Climate Mismatch"
"817","Cherax destructor","Assessed"
"818","Cherax quadricarinatus","Climate Mismatch"
"819","Chetostoma completum","Mandate Mismatch"
"820","Cheyletus malaccensis","Mandate Mismatch"
"821","Chiasmia clathrata","Mandate Mismatch"
"822","Chilaspis mayri","Mandate Mismatch"
"823","Chilo auricilius","Mandate Mismatch"
"824","Chilo infuscatellus","Mandate Mismatch"
"825","Chilo niponella","Mandate Mismatch"
"826","Chilo polychrysus","Mandate Mismatch"
"827","Chilo sacchariphagus","Mandate Mismatch"
"828","Chilo tumidicostalis","Mandate Mismatch"
"829","Chilocorus bipustulatus","Mandate Mismatch"
"830","Chilocorus renipustulatus","Mandate Mismatch"
"831","Chilophaga virgati","Mandate Mismatch"
"832","Chinavia hilaris","Mandate Mismatch"
"833","Chionaspis acer","Mandate Mismatch"
"834","Chionaspis etrusca","Mandate Mismatch"
"835","Chionaspis kabyliensis","Mandate Mismatch"
"836","Chionaspis salicis","Mandate Mismatch"
"837","Chionaspis wistariae","Mandate Mismatch"
"838","Chironomus kiiensis","Mandate Mismatch"
"839","Chirothrips manicatus","Mandate Mismatch"
"840","Chlamys lischkei","Naming Confusion"
"841","Chloris barbata","Climate Mismatch"
"842","Chloris pumilio","Naming Confusion"
"843","Chlorops oryzae","Mandate Mismatch"
"844","Chloropulvinaria aurantii","Mandate Mismatch"
"845","Chloropulvinaria floccifera","Mandate Mismatch"
"846","Chlumetia transversa","Mandate Mismatch"
"847","Chondracris rosea","Mandate Mismatch"
"848","Chondria collinsiana","Naming Confusion"
"849","Choreutis pariana","Mandate Mismatch"
"850","Choristoneura conflictana","Mandate Mismatch"
"851","Choristoneura lafauryana","Mandate Mismatch"
"852","Choristoneura murinana","Mandate Mismatch"
"853","Chorizococcus rostellum","Mandate Mismatch"
"854","Chorthippus","Mandate Mismatch"
"855","Chorthippus longicornis","Mandate Mismatch"
"856","Chromaphis juglandicola","Mandate Mismatch"
"857","Chromatomyia fuscula","Mandate Mismatch"
"858","Chromatomyia horticola","Mandate Mismatch"
"859","Chromatomyia nigra","Mandate Mismatch"
"860","Chromatomyia syngenesiae","Mandate Mismatch"
"861","Chrotogonus trachypterus","Mandate Mismatch"
"862","Chrysallida pirintella","Naming Confusion"
"863","Chrysanthemum corymbosum","Climate Mismatch"
"864","Chrysanthemum macrophyllum","Naming Confusion"
"865","Chrysanthemum millefoliatum","Naming Confusion"
"866","Chrysobothris affinis","Mandate Mismatch"
"867","Chrysodeixis agnata","Mandate Mismatch"
"868","Chrysodeixis eriosoma","Mandate Mismatch"
"869","Chrysolina coerulans","Mandate Mismatch"
"870","Chrysolina varians","Mandate Mismatch"
"871","Chrysomela aenea","Mandate Mismatch"
"872","Chrysomela populi","Mandate Mismatch"
"873","Chrysomela scripta","Mandate Mismatch"
"874","Chrysomela tremula","Mandate Mismatch"
"875","Chrysomphalus aonidum","Mandate Mismatch"
"876","Chrysomphalus dictyospermi","Mandate Mismatch"
"877","Chrysopa","Mandate Mismatch"
"878","Chrysoperla carnea","Mandate Mismatch"
"879","Chrysoperla harrisii","Mandate Mismatch"
"880","Chrysoteuchia topiaria","Mandate Mismatch"
"881","Chymomyza procnemoides","Mandate Mismatch"
"882","Cicadulina bipunctata","Mandate Mismatch"
"883","Cicadulina mbila","Mandate Mismatch"
"884","Cichorium endivia","Climate Mismatch"
"885","Cichorium intybus","No Invasion History"
"886","Cicindela repanda","Mandate Mismatch"
"887","Cilix glaucata","Mandate Mismatch"
"888","Cinara cupressi sensu lato","Mandate Mismatch"
"889","Cinara nigra","Mandate Mismatch"
"890","Cinara pilicornis","Mandate Mismatch"
"891","Cinara piniformosana","Mandate Mismatch"
"892","Cinara schimitscheki","Mandate Mismatch"
"893","Cinara strobi","Mandate Mismatch"
"894","Cinara tujafilina","Mandate Mismatch"
"895","Circulifer tenellus","Mandate Mismatch"
"896","Cirsium","No Invasion History"
"897","Cirsium ochrocentrum","Climate Mismatch"
"898","Cisaberoptus kenyae","Mandate Mismatch"
"899","Citrullus colocynthis","No Invasion History"
"900","Citrus aurantiifolia","Climate Mismatch"
"901","Clanis bilineata","Mandate Mismatch"
"902","Clarias batrachus","Assessed"
"903","Clavigralla gibbosa","Mandate Mismatch"
"904","Clavigralla scutellaris","Mandate Mismatch"
"905","Claytonia parvifolia","Climate Mismatch"
"906","Clematis","No Invasion History"
"907","Cleome graveolens","Naming Confusion"
"908","Cleome hassleriana","Climate Mismatch"
"909","Cleome marshallii","Naming Confusion"
"910","Cleome viscosa","Climate Mismatch"
"911","Cleonis punctiventris","Mandate Mismatch"
"912","Clepsis spectrana","Mandate Mismatch"
"913","Cletus punctiger","Mandate Mismatch"
"914","Cletus rusticus","Mandate Mismatch"
"915","Cletus trigonus","Mandate Mismatch"
"916","Clinodiplosis cilicrus","Mandate Mismatch"
"917","Clinodiplosis rhododendri","Mandate Mismatch"
"918","Clitoria ternatea","Climate Mismatch"
"919","Clostera anastomosis","Mandate Mismatch"
"920","Clubiona jucunda","Mandate Mismatch"
"921","Clupeonella cultriventris","Assessed"
"922","Cnaemidophorus rhododactylus","Mandate Mismatch"
"923","Cnaphalocrocis medinalis","Mandate Mismatch"
"924","Cnephasia asseclana","Mandate Mismatch"
"925","Cnephasia communana","Mandate Mismatch"
"926","Cnephasia longana","Mandate Mismatch"
"927","Cnephasia pasiuana","Mandate Mismatch"
"928","Coccidohystrix insolita","Mandate Mismatch"
"929","Coccus hesperidum","Mandate Mismatch"
"930","Coccus pseudohesperidum","Mandate Mismatch"
"931","Coccus pseudomagnoliarum","Mandate Mismatch"
"932","Coccus viridis","Mandate Mismatch"
"933","Cochliomyia macellaria","Mandate Mismatch"
"934","Cochlochila bullita","Mandate Mismatch"
"935","Cochylis epilinana","Mandate Mismatch"
"936","Cochylis hospes","Mandate Mismatch"
"937","Coenonympha pamphilus","Mandate Mismatch"
"938","Cofana spectra","Mandate Mismatch"
"939","Coix lacryma-jobi","Climate Mismatch"
"940","Colaspis brunnea","Mandate Mismatch"
"941","Coleophora frischella","Mandate Mismatch"
"942","Coleophora serratella","Mandate Mismatch"
"943","Coleus","No Invasion History"
"944","Coleus blumei","Climate Mismatch"
"945","Colias eurytheme","Mandate Mismatch"
"946","Colladonus montanus","Mandate Mismatch"
"947","Colomerus vitis","Mandate Mismatch"
"948","Coloradia pandora","Mandate Mismatch"
"949","Colpomenia peregrina","Mandate Mismatch"
"950","Colposcelis signata","Mandate Mismatch"
"951","Coniatus splendidulus","Mandate Mismatch"
"952","Conoderus amplicollis","Mandate Mismatch"
"953","Conoderus falli","Mandate Mismatch"
"954","Conoderus rudis","Mandate Mismatch"
"955","Conogethes punctiferalis","Mandate Mismatch"
"956","Conophthorus coniperda","Mandate Mismatch"
"957","Conophthorus ponderosae","Mandate Mismatch"
"958","Conophthorus resinosae","Mandate Mismatch"
"959","Conopomorpha cramerella","Mandate Mismatch"
"960","Conorhynchus mendicus","Mandate Mismatch"
"961","Conotrachelus neomexicanus","Mandate Mismatch"
"962","Consolida uechtritziana","Naming Confusion"
"963","Contarina maculipennis","Mandate Mismatch"
"964","Contarinia baeri","Mandate Mismatch"
"965","Contarinia cerasiseritinae","Mandate Mismatch"
"966","Contarinia cuniculator","Mandate Mismatch"
"967","Contarinia medicaginis","Mandate Mismatch"
"968","Contarinia nasturtii","Mandate Mismatch"
"969","Contarinia okadai","Mandate Mismatch"
"970","Contarinia oregonensis","Mandate Mismatch"
